Year,Leading Cause,Sex,Race Ethnicity,Deaths,Death Rate,Age Adjusted Death Rate
2015,"Accidents Except Drug Poisoning (V01-X39, X43, X45-X59, Y85-Y86)",Female,Non-Hispanic White,191,13.513685614,8.932653057
2015,Septicemia (A40-A41),Female,Non-Hispanic White,127,8.9855396489,5.2332402581
2015,All Other Causes,Female,Non-Hispanic White,2489,176.10242666,108.57483887
2015,"Diseases of Heart (I00-I09, I11, I13, I20-I51)",Female,Not Stated/Unknown,137,,
2015,Malignant Neoplasms (Cancer: C00-C97),Female,Not Stated/Unknown,92,,
2015,Diabetes Mellitus (E10-E14),Female,Not Stated/Unknown,25,,
2015,Influenza (Flu) and Pneumonia (J09-J18),Female,Not Stated/Unknown,16,,
2015,Chronic Lower Respiratory Diseases (J40-J47),Female,Not Stated/Unknown,15,,
2015,Cerebrovascular Disease (Stroke: I60-I69),Female,Not Stated/Unknown,15,,
2015,Certain Conditions originating in the Perinatal Period (P00-P96),Female,Not Stated/Unknown,14,,
2015,Alzheimer's Disease (G30),Female,Not Stated/Unknown,14,,
2015,"Essential Hypertension and Renal Diseases (I10, I12)",Female,Not Stated/Unknown,11,,
2015,"Chronic Liver Disease and Cirrhosis (K70, K73)",Female,Not Stated/Unknown,8,,
2015,All Other Causes,Female,Not Stated/Unknown,92,,
2016,Diabetes Mellitus (E10-E14),Female,Other Race/ Ethnicity,3,,
2015,Malignant Neoplasms (Cancer: C00-C97),Female,Other Race/ Ethnicity,12,,
2015,"Essential Hypertension and Renal Diseases (I10, I12)",Female,Other Race/ Ethnicity,4,,
2015,Cerebrovascular Disease (Stroke: I60-I69),Female,Other Race/ Ethnicity,3,,
2015,"Congenital Malformations, Deformations, and Chromosomal Abnormalities (Q00-Q99)",Female,Other Race/ Ethnicity,3,,
2015,"Mental and Behavioral Disorders due to Accidental Poisoning and Other Psychoactive Substance Use (F11-F16, F18-F19, X40-X42, X44)",Female,Other Race/ Ethnicity,1,,
2015,Chronic Lower Respiratory Diseases (J40-J47),Female,Other Race/ Ethnicity,1,,
2015,Influenza (Flu) and Pneumonia (J09-J18),Female,Other Race/ Ethnicity,1,,
2015,Atherosclerosis (I70),Female,Other Race/ Ethnicity,1,,
2015,Septicemia (A40-A41),Female,Other Race/ Ethnicity,1,,
2015,"Accidents Except Drug Poisoning (V01-X39, X43, X45-X59, Y85-Y86)",Female,Other Race/ Ethnicity,1,,
2015,Alzheimer's Disease (G30),Female,Other Race/ Ethnicity,1,,
2015,"Nephritis, Nephrotic Syndrome and Nephrisis (N00-N07, N17-N19, N25-N27)",Female,Other Race/ Ethnicity,1,,
2015,All Other Causes,Female,Other Race/ Ethnicity,13,,
2015,Malignant Neoplasms (Cancer: C00-C97),Male,Asian and Pacific Islander,668,113.04043226,123.13649131
2015,"Diseases of Heart (I00-I09, I11, I13, I20-I51)",Male,Asian and Pacific Islander,610,103.22554443,122.81687948
2015,Influenza (Flu) and Pneumonia (J09-J18),Male,Asian and Pacific Islander,108,18.27599803,23.159672263
2015,Cerebrovascular Disease (Stroke: I60-I69),Male,Asian and Pacific Islander,90,15.229998359,17.239063635
2015,Diabetes Mellitus (E10-E14),Male,Asian and Pacific Islander,85,14.383887339,16.447493819
2015,Chronic Lower Respiratory Diseases (J40-J47),Male,Asian and Pacific Islander,76,12.860887503,16.277404045
2015,"Accidents Except Drug Poisoning (V01-X39, X43, X45-X59, Y85-Y86)",Male,Asian and Pacific Islander,64,10.830221055,12.338107317
2015,"Essential Hypertension and Renal Diseases (I10, I12)",Male,Asian and Pacific Islander,50,8.4611101992,10.330991003
2015,"Intentional Self-Harm (Suicide: X60-X84, Y87.0)",Male,Asian and Pacific Islander,39,6.5996659554,6.5442121478
2015,Parkinson's Disease (G20),Male,Asian and Pacific Islander,30,5.0766661195,6.6348610405
2015,All Other Causes,Male,Asian and Pacific Islander,454,76.826880609,90.927964883
2015,"Diseases of Heart (I00-I09, I11, I13, I20-I51)",Male,Hispanic,1410,116.81865519,181.97104604
2015,Malignant Neoplasms (Cancer: C00-C97),Male,Hispanic,1175,97.348879328,140.8760087
2015,"Mental and Behavioral Disorders due to Accidental Poisoning and Other Psychoactive Substance Use (F11-F16, F18-F19, X40-X42, X44)",Male,Hispanic,261,21.623878727,21.734288627
2015,Diabetes Mellitus (E10-E14),Male,Hispanic,225,18.641274765,26.206345989
2015,Influenza (Flu) and Pneumonia (J09-J18),Male,Hispanic,196,16.238621573,26.148140036
2015,"Accidents Except Drug Poisoning (V01-X39, X43, X45-X59, Y85-Y86)",Male,Hispanic,178,14.747319592,17.155828284
2015,Cerebrovascular Disease (Stroke: I60-I69),Male,Hispanic,178,14.747319592,22.150241685
2015,"Chronic Liver Disease and Cirrhosis (K70, K73)",Male,Hispanic,166,13.753118271,17.087871422
2015,Chronic Lower Respiratory Diseases (J40-J47),Male,Hispanic,153,12.67606684,20.011305363
2015,"Essential Hypertension and Renal Diseases (I10, I12)",Male,Hispanic,105,8.699261557,13.400895785
2015,All Other Causes,Male,Hispanic,1196,99.088731639,135.83197011
2015,"Diseases of Heart (I00-I09, I11, I13, I20-I51)",Male,Non-Hispanic Black,2033,235.68965018,265.86557325
2015,Malignant Neoplasms (Cancer: C00-C97),Male,Non-Hispanic Black,1523,176.56435672,194.06549142
2015,Diabetes Mellitus (E10-E14),Male,Non-Hispanic Black,345,39.996522042,44.694500445
2015,Influenza (Flu) and Pneumonia (J09-J18),Male,Non-Hispanic Black,225,26.084688288,31.080224264
2015,Cerebrovascular Disease (Stroke: I60-I69),Male,Non-Hispanic Black,206,23.881981277,26.134090045
2015,"Assault (Homicide: Y87.1, X85-Y09)",Male,Non-Hispanic Black,196,22.722661798,22.972552917
2015,Human Immunodeficiency Virus Disease (HIV: B20-B24),Male,Non-Hispanic Black,185,21.44741037,20.659478815
2015,Chronic Lower Respiratory Diseases (J40-J47),Male,Non-Hispanic Black,177,20.519954787,23.202745393
2015,"Essential Hypertension and Renal Diseases (I10, I12)",Male,Non-Hispanic Black,167,19.360635307,22.386186447
2015,"Mental and Behavioral Disorders due to Accidental Poisoning and Other Psychoactive Substance Use (F11-F16, F18-F19, X40-X42, X44)",Male,Non-Hispanic Black,155,17.969451932,16.627848482
2015,All Other Causes,Male,Non-Hispanic Black,1418,164.39150219,182.71793925
2015,"Diseases of Heart (I00-I09, I11, I13, I20-I51)",Male,Non-Hispanic White,4015,298.45287678,239.22380591
2015,Malignant Neoplasms (Cancer: C00-C97),Male,Non-Hispanic White,3020,224.49008415,186.12820345
2015,Influenza (Flu) and Pneumonia (J09-J18),Male,Non-Hispanic White,449,33.376174763,26.603405982
2015,Chronic Lower Respiratory Diseases (J40-J47),Male,Non-Hispanic White,364,27.057745242,21.840951383
2015,"Mental and Behavioral Disorders due to Accidental Poisoning and Other Psychoactive Substance Use (F11-F16, F18-F19, X40-X42, X44)",Male,Non-Hispanic White,342,25.422387013,23.63655961
2015,Cerebrovascular Disease (Stroke: I60-I69),Male,Non-Hispanic White,316,23.489690925,18.811152815
2015,"Accidents Except Drug Poisoning (V01-X39, X43, X45-X59, Y85-Y86)",Male,Non-Hispanic White,287,21.333991441,18.286093684
2015,Diabetes Mellitus (E10-E14),Male,Non-Hispanic White,246,18.286278378,15.005519013
2015,"Intentional Self-Harm (Suicide: X60-X84, Y87.0)",Male,Non-Hispanic White,181,13.454538156,11.936840965
2015,Alzheimer's Disease (G30),Male,Non-Hispanic White,170,12.636859042,9.6265926406
2015,"Essential Hypertension and Renal Diseases (I10, I12)",Male,Non-Hispanic White,170,12.636859042,9.9677829178
2015,All Other Causes,Male,Non-Hispanic White,2288,170.07725581,142.32789503
2015,"Diseases of Heart (I00-I09, I11, I13, I20-I51)",Male,Not Stated/Unknown,174,,
2015,Malignant Neoplasms (Cancer: C00-C97),Male,Not Stated/Unknown,94,,
2015,Diabetes Mellitus (E10-E14),Male,Not Stated/Unknown,25,,
2015,Chronic Lower Respiratory Diseases (J40-J47),Male,Not Stated/Unknown,21,,
2015,Influenza (Flu) and Pneumonia (J09-J18),Male,Not Stated/Unknown,19,,
2015,Cerebrovascular Disease (Stroke: I60-I69),Male,Not Stated/Unknown,18,,
2015,"Chronic Liver Disease and Cirrhosis (K70, K73)",Male,Not Stated/Unknown,17,,
2015,Human Immunodeficiency Virus Disease (HIV: B20-B24),Male,Not Stated/Unknown,16,,
2015,Certain Conditions originating in the Perinatal Period (P00-P96),Male,Not Stated/Unknown,16,,
2015,"Mental and Behavioral Disorders due to Accidental Poisoning and Other Psychoactive Substance Use (F11-F16, F18-F19, X40-X42, X44)",Male,Not Stated/Unknown,11,,
2015,All Other Causes,Male,Not Stated/Unknown,127,,
2015,"Diseases of Heart (I00-I09, I11, I13, I20-I51)",Male,Other Race/ Ethnicity,26,,
2015,Malignant Neoplasms (Cancer: C00-C97),Male,Other Race/ Ethnicity,15,,
2015,Chronic Lower Respiratory Diseases (J40-J47),Male,Other Race/ Ethnicity,4,,
2015,"Mental and Behavioral Disorders due to Accidental Poisoning and Other Psychoactive Substance Use (F11-F16, F18-F19, X40-X42, X44)",Male,Other Race/ Ethnicity,3,,
2015,Diabetes Mellitus (E10-E14),Male,Other Race/ Ethnicity,3,,
2015,"Assault (Homicide: Y87.1, X85-Y09)",Male,Other Race/ Ethnicity,3,,
2015,Viral Hepatitis (B15-B19),Male,Other Race/ Ethnicity,2,,
2015,"Essential Hypertension and Renal Diseases (I10, I12)",Male,Other Race/ Ethnicity,2,,
2015,"Meningitis (G00, G03)",Male,Other Race/ Ethnicity,1,,
2015,Influenza (Flu) and Pneumonia (J09-J18),Male,Other Race/ Ethnicity,1,,
2015,Mental and Behavioral Disorders due to Use of Alcohol (F10),Male,Other Race/ Ethnicity,1,,
2015,Human Immunodeficiency Virus Disease (HIV: B20-B24),Male,Other Race/ Ethnicity,1,,
2015,"Accidents Except Drug Poisoning (V01-X39, X43, X45-X59, Y85-Y86)",Male,Other Race/ Ethnicity,1,,
2015,"Congenital Malformations, Deformations, and Chromosomal Abnormalities (Q00-Q99)",Male,Other Race/ Ethnicity,1,,
2015,"Nephritis, Nephrotic Syndrome and Nephrisis (N00-N07, N17-N19, N25-N27)",Male,Other Race/ Ethnicity,1,,
2015,All Other Causes,Male,Other Race/ Ethnicity,7,,
2016,Malignant Neoplasms (Cancer: C00-C97),Female,Asian and Pacific Islander,565,86.442985878,83.074455608
2016,"Diseases of Heart (I00-I09, I11, I13, I20-I51)",Female,Asian and Pacific Islander,530,81.088110647,82.628287468
2016,Cerebrovascular Disease (Stroke: I60-I69),Female,Asian and Pacific Islander,118,18.053579352,18.250674863
2016,Influenza (Flu) and Pneumonia (J09-J18),Female,Asian and Pacific Islander,92,14.075672037,14.459470243
2016,Diabetes Mellitus (E10-E14),Female,Asian and Pacific Islander,73,11.168739768,11.233526052
2016,"Essential Hypertension and Renal Diseases (I10, I12)",Female,Asian and Pacific Islander,58,8.8737932406,9.168902731
2016,Alzheimer's Disease (G30),Female,Asian and Pacific Islander,49,7.496825324,7.7427823549
2016,"Accidents Except Drug Poisoning (V01-X39, X43, X45-X59, Y85-Y86)",Female,Asian and Pacific Islander,43,6.5788467129,6.5005947989
2016,Chronic Lower Respiratory Diseases (J40-J47),Female,Asian and Pacific Islander,39,5.9668609721,6.1103990707
2016,"Intentional Self-Harm (Suicide: U03, X60-X84, Y87.0)",Female,Asian and Pacific Islander,29,4.4368966203,4.1497478057
2016,All Other Causes,Female,Asian and Pacific Islander,385,58.903627545,60.884572245
2016,"Diseases of Heart (I00-I09, I11, I13, I20-I51)",Female,Hispanic,1485,115.89701165,120.31531124
2016,Malignant Neoplasms (Cancer: C00-C97),Female,Hispanic,1162,90.688436054,93.111685142
2016,Diabetes Mellitus (E10-E14),Female,Hispanic,231,18.028424035,18.561319552
2016,Cerebrovascular Disease (Stroke: I60-I69),Female,Hispanic,204,15.921205641,16.428438473
2016,Alzheimer's Disease (G30),Female,Hispanic,203,15.843160515,16.480112491
2016,Influenza (Flu) and Pneumonia (J09-J18),Female,Hispanic,195,15.21879951,15.840548354
2016,Chronic Lower Respiratory Diseases (J40-J47),Female,Hispanic,168,13.111581116,13.562403009
2016,"Essential Hypertension and Renal Diseases (I10, I12)",Female,Hispanic,131,10.223911466,10.490616754
2016,"Mental and Behavioral Disorders due to Accidental Poisoning and Other Psychoactive Substance Use (F11-F16, F18-F19, X40-X42, X44)",Female,Hispanic,90,7.0240613123,6.8554556055
2016,"Chronic Liver Disease and Cirrhosis (K70, K73-K74)",Female,Hispanic,59,4.6046624158,4.6851572028
2016,All Other Causes,Female,Hispanic,1147,89.517759168,91.938986348
2016,"Diseases of Heart (I00-I09, I11, I13, I20-I51)",Female,Non-Hispanic Black,2303,221.52537971,171.09966165
2016,Malignant Neoplasms (Cancer: C00-C97),Female,Non-Hispanic Black,1864,179.29800598,145.04080515
2016,Diabetes Mellitus (E10-E14),Female,Non-Hispanic Black,399,38.379777032,30.807579371
2016,Cerebrovascular Disease (Stroke: I60-I69),Female,Non-Hispanic Black,276,26.548417195,20.695012466
2016,"Essential Hypertension and Renal Diseases (I10, I12)",Female,Non-Hispanic Black,226,21.738921326,16.686833576
2016,Chronic Lower Respiratory Diseases (J40-J47),Female,Non-Hispanic Black,218,20.969401987,16.849136505
2016,Influenza (Flu) and Pneumonia (J09-J18),Female,Non-Hispanic Black,212,20.392262483,16.053811074
2016,Alzheimer's Disease (G30),Female,Non-Hispanic Black,158,15.198006945,11.060385285
2016,"Mental and Behavioral Disorders due to Accidental Poisoning and Other Psychoactive Substance Use (F11-F16, F18-F19, X40-X42, X44)",Female,Non-Hispanic Black,101,9.7151816547,8.5902035184
2016,Human Immunodeficiency Virus Disease (HIV: B20-B24),Female,Non-Hispanic Black,91,8.7532824809,7.8444021693
2016,All Other Causes,Female,Non-Hispanic Black,1585,152.46101904,127.83742578
2016,"Diseases of Heart (I00-I09, I11, I13, I20-I51)",Female,Non-Hispanic White,4306,307.34487149,156.26533327
2016,Malignant Neoplasms (Cancer: C00-C97),Female,Non-Hispanic White,3102,221.40821908,149.01344792
2016,Chronic Lower Respiratory Diseases (J40-J47),Female,Non-Hispanic White,471,33.618075818,19.479202301
2016,Influenza (Flu) and Pneumonia (J09-J18),Female,Non-Hispanic White,450,32.119180718,17.149186714
2016,Cerebrovascular Disease (Stroke: I60-I69),Female,Non-Hispanic White,404,28.835886689,15.15839983
2016,Alzheimer's Disease (G30),Female,Non-Hispanic White,361,25.766720532,11.757162066
2016,"Essential Hypertension and Renal Diseases (I10, I12)",Female,Non-Hispanic White,219,15.631334616,8.2112950139
2016,Diabetes Mellitus (E10-E14),Female,Non-Hispanic White,183,13.061800159,8.011416512
2016,"Accidents Except Drug Poisoning (V01-X39, X43, X45-X59, Y85-Y86)",Female,Non-Hispanic White,156,11.134649316,7.2336520293
2016,"Mental and Behavioral Disorders due to Accidental Poisoning and Other Psychoactive Substance Use (F11-F16, F18-F19, X40-X42, X44)",Female,Non-Hispanic White,138,9.8498820869,9.3751240527
2016,All Other Causes,Female,Non-Hispanic White,2416,172.44431248,102.399688
2016,"Diseases of Heart (I00-I09, I11, I13, I20-I51)",Female,Not Stated/Unknown,126,,
2016,Malignant Neoplasms (Cancer: C00-C97),Female,Not Stated/Unknown,81,,
2016,Diabetes Mellitus (E10-E14),Female,Not Stated/Unknown,24,,
2016,Influenza (Flu) and Pneumonia (J09-J18),Female,Not Stated/Unknown,18,,
2016,Cerebrovascular Disease (Stroke: I60-I69),Female,Not Stated/Unknown,18,,
2016,Chronic Lower Respiratory Diseases (J40-J47),Female,Not Stated/Unknown,16,,
2016,Certain Conditions originating in the Perinatal Period (P00-P96),Female,Not Stated/Unknown,15,,
2016,"Essential Hypertension and Renal Diseases (I10, I12)",Female,Not Stated/Unknown,13,,
2016,Alzheimer's Disease (G30),Female,Not Stated/Unknown,9,,
2016,Viral Hepatitis (B15-B19),Female,Not Stated/Unknown,7,,
2016,"Congenital Malformations, Deformations, and Chromosomal Abnormalities (Q00-Q99)",Female,Not Stated/Unknown,7,,
2016,All Other Causes,Female,Not Stated/Unknown,105,,
2016,"Diseases of Heart (I00-I09, I11, I13, I20-I51)",Female,Other Race/ Ethnicity,30,,
2016,Malignant Neoplasms (Cancer: C00-C97),Female,Other Race/ Ethnicity,8,,
2016,Influenza (Flu) and Pneumonia (J09-J18),Female,Other Race/ Ethnicity,4,,
2016,Alzheimer's Disease (G30),Female,Other Race/ Ethnicity,3,,
2016,Certain Conditions originating in the Perinatal Period (P00-P96),Female,Other Race/ Ethnicity,2,,
2016,Chronic Lower Respiratory Diseases (J40-J47),Female,Other Race/ Ethnicity,1,,
2016,Mental and Behavioral Disorders due to Use of Alcohol (F10),Female,Other Race/ Ethnicity,1,,
2016,Cerebrovascular Disease (Stroke: I60-I69),Female,Other Race/ Ethnicity,1,,
2016,"Assault (Homicide: U01-U02, Y87.1, X85-Y09)",Female,Other Race/ Ethnicity,1,,
2016,"Essential Hypertension and Renal Diseases (I10, I12)",Female,Other Race/ Ethnicity,1,,
2016,"Intentional Self-Harm (Suicide: U03, X60-X84, Y87.0)",Female,Other Race/ Ethnicity,1,,
2016,Human Immunodeficiency Virus Disease (HIV: B20-B24),Female,Other Race/ Ethnicity,1,,
2016,"Accidents Except Drug Poisoning (V01-X39, X43, X45-X59, Y85-Y86)",Female,Other Race/ Ethnicity,1,,
2016,"Congenital Malformations, Deformations, and Chromosomal Abnormalities (Q00-Q99)",Female,Other Race/ Ethnicity,1,,
2016,Septicemia (A40-A41),Female,Other Race/ Ethnicity,1,,
2016,"Nephritis, Nephrotic Syndrome and Nephrisis (N00-N07, N17-N19, N25-N27)",Female,Other Race/ Ethnicity,1,,
2016,All Other Causes,Female,Other Race/ Ethnicity,13,,
2016,Malignant Neoplasms (Cancer: C00-C97),Male,Asian and Pacific Islander,683,115.00852882,121.07853677
2016,"Diseases of Heart (I00-I09, I11, I13, I20-I51)",Male,Asian and Pacific Islander,603,101.53754448,117.77966521
2016,Influenza (Flu) and Pneumonia (J09-J18),Male,Asian and Pacific Islander,113,19.027765383,22.916327557
2016,Cerebrovascular Disease (Stroke: I60-I69),Male,Asian and Pacific Islander,95,15.996793906,18.071424317
2016,Diabetes Mellitus (E10-E14),Male,Asian and Pacific Islander,76,12.797435125,14.194347138
2016,Chronic Lower Respiratory Diseases (J40-J47),Male,Asian and Pacific Islander,75,12.62904782,15.580556412
2016,"Accidents Except Drug Poisoning (V01-X39, X43, X45-X59, Y85-Y86)",Male,Asian and Pacific Islander,60,10.103238256,11.082290293
2016,"Essential Hypertension and Renal Diseases (I10, I12)",Male,Asian and Pacific Islander,48,8.082590605,9.8342460156
2016,Alzheimer's Disease (G30),Male,Asian and Pacific Islander,37,6.230330258,9.0687033967
2016,"Intentional Self-Harm (Suicide: U03, X60-X84, Y87.0)",Male,Asian and Pacific Islander,32,5.3883937367,5.364178546
2016,All Other Causes,Male,Asian and Pacific Islander,449,75.605899618,85.109101886
2016,"Diseases of Heart (I00-I09, I11, I13, I20-I51)",Male,Hispanic,1418,117.40558496,174.63567805
2016,Malignant Neoplasms (Cancer: C00-C97),Male,Hispanic,1224,101.34304372,143.71567081
2016,"Mental and Behavioral Disorders due to Accidental Poisoning and Other Psychoactive Substance Use (F11-F16, F18-F19, X40-X42, X44)",Male,Hispanic,369,30.551947004,30.486545556
2016,Diabetes Mellitus (E10-E14),Male,Hispanic,217,17.966863143,25.756160029
2016,Influenza (Flu) and Pneumonia (J09-J18),Male,Hispanic,191,15.81415143,24.900276022
2016,"Accidents Except Drug Poisoning (V01-X39, X43, X45-X59, Y85-Y86)",Male,Hispanic,177,14.654998969,16.440433137
2016,Cerebrovascular Disease (Stroke: I60-I69),Male,Hispanic,170,14.075422739,19.742413964
2016,"Chronic Liver Disease and Cirrhosis (K70, K73-K74)",Male,Hispanic,146,12.088304234,13.882842175
2016,Chronic Lower Respiratory Diseases (J40-J47),Male,Hispanic,146,12.088304234,18.435542465
2016,"Essential Hypertension and Renal Diseases (I10, I12)",Male,Hispanic,99,8.1968638302,13.149203555
2016,All Other Causes,Male,Hispanic,1233,102.08821316,135.73936714
2016,"Diseases of Heart (I00-I09, I11, I13, I20-I51)",Male,Non-Hispanic Black,2106,244.94951551,271.13147816
2016,Malignant Neoplasms (Cancer: C00-C97),Male,Non-Hispanic Black,1611,187.37591144,199.64634033
2016,Diabetes Mellitus (E10-E14),Male,Non-Hispanic Black,313,36.405127424,39.879332416
2016,"Mental and Behavioral Disorders due to Accidental Poisoning and Other Psychoactive Substance Use (F11-F16, F18-F19, X40-X42, X44)",Male,Non-Hispanic Black,258,30.008060305,27.588455537
2016,Influenza (Flu) and Pneumonia (J09-J18),Male,Non-Hispanic Black,258,30.008060305,34.461829564
2016,Cerebrovascular Disease (Stroke: I60-I69),Male,Non-Hispanic Black,220,25.588268477,28.56164123
2016,Chronic Lower Respiratory Diseases (J40-J47),Male,Non-Hispanic Black,183,21.28478696,23.534492146
2016,"Assault (Homicide: U01-U02, Y87.1, X85-Y09)",Male,Non-Hispanic Black,168,19.540132291,19.686354989
2016,"Essential Hypertension and Renal Diseases (I10, I12)",Male,Non-Hispanic Black,161,18.725960113,20.833809423
2016,"Accidents Except Drug Poisoning (V01-X39, X43, X45-X59, Y85-Y86)",Male,Non-Hispanic Black,153,17.795477622,18.379137103
2016,All Other Causes,Male,Non-Hispanic Black,1375,159.92667798,170.48082926
2016,"Diseases of Heart (I00-I09, I11, I13, I20-I51)",Male,Non-Hispanic White,4054,303.41336291,239.28469873
2016,Malignant Neoplasms (Cancer: C00-C97),Male,Non-Hispanic White,3090,231.26474874,188.07259271
2016,"Mental and Behavioral Disorders due to Accidental Poisoning and Other Psychoactive Substance Use (F11-F16, F18-F19, X40-X42, X44)",Male,Non-Hispanic White,482,36.074307085,33.277938395
2016,Influenza (Flu) and Pneumonia (J09-J18),Male,Non-Hispanic White,461,34.502604909,26.72651668
2016,Chronic Lower Respiratory Diseases (J40-J47),Male,Non-Hispanic White,332,24.847862972,19.760848965
2016,Cerebrovascular Disease (Stroke: I60-I69),Male,Non-Hispanic White,317,23.72521856,18.562150814
2016,Diabetes Mellitus (E10-E14),Male,Non-Hispanic White,252,18.860426111,15.403779586
2016,"Accidents Except Drug Poisoning (V01-X39, X43, X45-X59, Y85-Y86)",Male,Non-Hispanic White,244,18.261682425,15.876257496
2016,"Intentional Self-Harm (Suicide: U03, X60-X84, Y87.0)",Male,Non-Hispanic White,176,13.172361093,11.703386146
2016,"Essential Hypertension and Renal Diseases (I10, I12)",Male,Non-Hispanic White,151,11.301287074,8.8598438785
2016,All Other Causes,Male,Non-Hispanic White,2381,178.20108956,146.45063782
2016,"Diseases of Heart (I00-I09, I11, I13, I20-I51)",Male,Not Stated/Unknown,179,,
2016,Malignant Neoplasms (Cancer: C00-C97),Male,Not Stated/Unknown,119,,
2016,Diabetes Mellitus (E10-E14),Male,Not Stated/Unknown,23,,
2016,Influenza (Flu) and Pneumonia (J09-J18),Male,Not Stated/Unknown,22,,
2016,Human Immunodeficiency Virus Disease (HIV: B20-B24),Male,Not Stated/Unknown,20,,
2016,Cerebrovascular Disease (Stroke: I60-I69),Male,Not Stated/Unknown,18,,
2016,"Essential Hypertension and Renal Diseases (I10, I12)",Male,Not Stated/Unknown,18,,
2016,Chronic Lower Respiratory Diseases (J40-J47),Male,Not Stated/Unknown,17,,
2016,"Mental and Behavioral Disorders due to Accidental Poisoning and Other Psychoactive Substance Use (F11-F16, F18-F19, X40-X42, X44)",Male,Not Stated/Unknown,16,,
2016,"Chronic Liver Disease and Cirrhosis (K70, K73-K74)",Male,Not Stated/Unknown,14,,
2016,All Other Causes,Male,Not Stated/Unknown,158,,
2016,"Diseases of Heart (I00-I09, I11, I13, I20-I51)",Male,Other Race/ Ethnicity,19,,
2016,Malignant Neoplasms (Cancer: C00-C97),Male,Other Race/ Ethnicity,11,,
2016,"Mental and Behavioral Disorders due to Accidental Poisoning and Other Psychoactive Substance Use (F11-F16, F18-F19, X40-X42, X44)",Male,Other Race/ Ethnicity,3,,
2016,Alzheimer's Disease (G30),Male,Other Race/ Ethnicity,3,,
2016,"Chronic Liver Disease and Cirrhosis (K70, K73-K74)",Male,Other Race/ Ethnicity,2,,
2016,Influenza (Flu) and Pneumonia (J09-J18),Male,Other Race/ Ethnicity,2,,
2016,Mental and Behavioral Disorders due to Use of Alcohol (F10),Male,Other Race/ Ethnicity,2,,
2016,"Accidents Except Drug Poisoning (V01-X39, X43, X45-X59, Y85-Y86)",Male,Other Race/ Ethnicity,2,,
2016,Peptic Ulcer (K25-K28),Male,Other Race/ Ethnicity,1,,
2016,Chronic Lower Respiratory Diseases (J40-J47),Male,Other Race/ Ethnicity,1,,
2016,Cerebrovascular Disease (Stroke: I60-I69),Male,Other Race/ Ethnicity,1,,
2016,"Assault (Homicide: U01-U02, Y87.1, X85-Y09)",Male,Other Race/ Ethnicity,1,,
2016,Diabetes Mellitus (E10-E14),Male,Other Race/ Ethnicity,1,,
2016,"Essential Hypertension and Renal Diseases (I10, I12)",Male,Other Race/ Ethnicity,1,,
2016,Certain Conditions originating in the Perinatal Period (P00-P96),Male,Other Race/ Ethnicity,1,,
2016,All Other Causes,Male,Other Race/ Ethnicity,10,,
2017,Malignant Neoplasms (Cancer: C00-C97),Female,Asian and Pacific Islander,609,90.273577858,82.308501815
2017,"Diseases of Heart (I00-I09, I11, I13, I20-I51)",Female,Asian and Pacific Islander,583,86.419533483,80.491340351
2017,Cerebrovascular Disease (Stroke: I60-I69),Female,Asian and Pacific Islander,92,13.637387788,12.579242234
2017,Influenza (Flu) and Pneumonia (J09-J18),Female,Asian and Pacific Islander,78,11.562133125,10.771971109
2017,Diabetes Mellitus (E10-E14),Female,Asian and Pacific Islander,73,10.820970745,9.943976124
2017,Alzheimer's Disease (G30),Female,Asian and Pacific Islander,69,10.228040841,9.3928839833
2017,"Essential Hypertension and Renal Diseases (I10, I12)",Female,Asian and Pacific Islander,60,8.8939485574,8.2733243648
2017,Chronic Lower Respiratory Diseases (J40-J47),Female,Asian and Pacific Islander,38,5.6328340864,5.2831167599
2017,"Accidents Except Drug Poisoning (V01-X39, X43, X45-X59, Y85-Y86)",Female,Asian and Pacific Islander,36,5.3363691344,5.1357028017
2017,"Intentional Self-Harm (Suicide: U03, X60-X84, Y87.0)",Female,Asian and Pacific Islander,24,3.557579423,3.3695614208
2017,All Other Causes,Female,Asian and Pacific Islander,366,54.2530862,52.647257409
2017,"Diseases of Heart (I00-I09, I11, I13, I20-I51)",Female,Hispanic,1437,110.81763674,106.28159738
2017,Malignant Neoplasms (Cancer: C00-C97),Female,Hispanic,1205,92.926410766,90.608746515
2017,Cerebrovascular Disease (Stroke: I60-I69),Female,Hispanic,247,19.047986273,18.328907927
2017,Influenza (Flu) and Pneumonia (J09-J18),Female,Hispanic,222,17.12005244,16.400738267
2017,Diabetes Mellitus (E10-E14),Female,Hispanic,190,14.652297133,14.242779522
2017,Alzheimer's Disease (G30),Female,Hispanic,187,14.420945073,13.515011343
2017,Chronic Lower Respiratory Diseases (J40-J47),Female,Hispanic,183,14.11247566,13.641338566
2017,"Essential Hypertension and Renal Diseases (I10, I12)",Female,Hispanic,131,10.102373287,9.7234802851
2017,"Mental and Behavioral Disorders due to Accidental Poisoning and Other Psychoactive Substance Use (F11-F16, F18-F19, X40-X42, X44)",Female,Hispanic,86,6.6320923866,6.4346776558
2017,"Chronic Liver Disease and Cirrhosis (K70, K73-K74)",Female,Hispanic,83,6.4007403266,6.1982300179
2017,All Other Causes,Female,Hispanic,1157,89.224777806,86.292302236
2017,"Diseases of Heart (I00-I09, I11, I13, I20-I51)",Female,Non-Hispanic Black,2486,238.78108308,177.14043321
